id,year,state_name,state_code,district_name,district_code,registration_circles,male_below_5_years,male_5_to_14_years,male_14_to_18_years,male_18_to_30_years,male_30_to_45_years,male_45_to_60_years,male_60_years_and_above,female_below_5_years,female_5_to_14_years,female_14_to_18_years,female_18_to_30_years,female_30_to_45_years,female_45_to_60_years,female_60_years_and_above,trangender_below_5_years,trangender_5_to_14_years,trangender_14_to_18_years,trangender_18_to_30_years,trangender_30_to_45_years,trangender_45_to_60_years,transgender_60_years_and_above
194,2017,Gujarat,24,Surendranagar,460,Surendranagar,0,0,0,11,13,6,3,0,0,0,43,6,2,0,0,0,0,0,0,0,0
195,2017,Gujarat,24,Tapi,641,Tapi,0,0,0,4,6,10,0,0,1,0,5,2,3,0,0,0,0,0,0,0,0
196,2017,Gujarat,24,Vadodara,461,Vadodara City,0,8,18,75,112,77,27,2,7,107,249,116,30,14,0,0,0,0,0,0,0
197,2017,Gujarat,24,Vadodara,461,Vadodara Rural,0,1,4,19,18,5,4,0,1,11,41,8,1,2,0,0,0,0,0,0,0
198,2017,Gujarat,24,Valsad,462,Valsad,3,6,1,32,25,19,8,6,1,2,96,19,3,4,0,0,0,0,0,0,0
199,2017,Gujarat,24,Ahmadabad,438,W.Rly Ahmedabad,0,0,1,2,0,0,1,2,0,1,9,0,0,1,0,0,0,0,0,0,0
200,2017,Gujarat,24,Vadodara,461,W.Rly Vadodara,2,1,3,14,6,3,6,0,1,1,12,2,1,3,0,0,0,0,0,0,0
201,2017,Haryana,6,Ambala,58,Ambala,7,12,20,35,47,20,14,8,7,22,95,16,5,5,0,0,0,0,0,0,0
202,2017,Haryana,6,Bhiwani,59,Bhiwani,0,4,16,45,25,11,6,0,2,23,119,16,2,0,0,0,0,0,0,0,0
203,2017,Haryana,6,Faridabad,60,Faridabad,0,20,34,138,99,32,30,0,5,27,345,73,14,11,0,0,0,0,0,0,0
204,2017,Haryana,6,Fatehabad,61,Fatehabad,7,7,10,22,46,16,9,9,6,17,151,35,9,0,0,0,0,0,0,0,0
205,2017,Haryana,6,Ambala,58,Grp,1,0,1,1,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
206,2017,Haryana,6,Gurugram,62,Gurugram,0,11,30,165,91,25,15,1,1,25,256,83,16,4,0,0,0,0,0,0,0
207,2017,Haryana,6,Hisar,63,Hissar,1,10,26,70,42,8,7,0,0,56,207,48,5,2,0,0,0,0,0,0,0
208,2017,Haryana,6,Jhajjar,64,Jhajjar,1,13,22,42,38,14,5,2,10,42,70,58,5,0,0,0,0,0,0,0,0
209,2017,Haryana,6,Jind,65,Jind,0,8,13,19,32,6,3,0,17,54,76,73,19,2,0,0,0,0,0,0,0
210,2017,Haryana,6,Kaithal,66,Kaithal,4,10,21,36,26,16,9,5,9,11,61,19,3,1,0,0,0,0,0,0,0
211,2017,Haryana,6,Karnal,67,Karnal,0,6,13,38,14,15,4,0,0,6,35,12,2,2,0,0,0,0,0,0,0
212,2017,Haryana,6,Kurukshetra,68,Kurukshetra,5,22,27,39,61,23,12,2,14,33,99,53,10,3,0,0,0,0,0,0,0
213,2017,Haryana,6,Mahendragarh,69,Mahendergarh,1,8,21,17,12,4,3,1,1,11,54,10,0,0,0,0,0,0,0,0,0
214,2017,Haryana,6,Nuh,604,Mewat,0,6,13,11,2,0,0,0,0,3,14,7,0,0,0,0,0,0,0,0,0
215,2017,Haryana,6,Palwal,619,Palwal,0,5,23,20,12,10,0,0,35,70,50,10,0,0,0,0,0,0,0,0,0
216,2017,Haryana,6,Panchkula,70,Panchkula,3,15,6,18,11,9,3,5,4,40,76,50,14,4,0,0,0,0,0,0,0
217,2017,Haryana,6,Panipat,71,Panipat,13,41,57,93,69,49,19,12,33,178,222,95,19,7,0,0,0,0,0,0,0
218,2017,Haryana,6,Rewari,72,Rewari,6,10,25,28,18,10,4,3,6,40,99,20,3,0,0,0,0,0,0,0,0
219,2017,Haryana,6,Rohtak,73,Rohtak,12,22,39,79,60,31,9,9,11,25,133,35,5,4,0,0,0,0,0,0,0
220,2017,Haryana,6,Sirsa,74,Sirsa,3,9,8,28,19,11,5,1,5,26,150,28,2,1,0,0,0,0,0,0,0
221,2017,Haryana,6,Sonipat,75,Sonipat,2,19,37,65,37,19,12,3,19,49,123,58,12,3,0,0,0,0,0,0,0
222,2017,Haryana,6,Yamunanagar,76,Yamunanagar,4,22,19,57,42,26,13,4,10,34,112,27,4,1,0,0,0,0,0,0,0
223,2017,Haryana,6,Gurugram,62,Irrigation And Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2017,Haryana,6,Charki Dadri,701,Charkhi Dadri,0,7,6,9,10,5,3,0,0,14,35,6,2,1,0,0,0,0,0,0,0
225,2017,Haryana,6,Hisar,63,Hansi,1,4,7,16,11,11,2,0,0,12,72,9,0,2,0,0,0,0,0,0,0
226,2017,Himachal Pradesh,2,Solan,25,Baddi,1,3,0,7,15,5,2,0,0,4,18,5,1,1,0,0,0,0,0,0,0
227,2017,Himachal Pradesh,2,Bilaspur,15,Bilaspur,0,0,4,16,9,9,4,0,0,19,45,15,1,3,0,0,0,0,0,0,0
228,2017,Himachal Pradesh,2,Chamba,16,Chamba,0,0,4,3,7,2,3,0,1,22,5,0,0,0,0,0,0,0,0,0,0
229,2017,Himachal Pradesh,2,Shimla,23,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2017,Himachal Pradesh,2,Shimla,23,Grp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
231,2017,Himachal Pradesh,2,Hamirpur,17,Hamirpur,0,2,3,7,9,5,5,0,1,5,50,4,3,1,0,0,0,0,0,0,0
232,2017,Himachal Pradesh,2,Kangra,18,Kangra,0,5,3,41,26,11,2,0,2,5,49,41,15,2,0,0,0,0,0,0,0
233,2017,Himachal Pradesh,2,Kinnaur,19,Kinnaur,0,0,3,3,5,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
234,2017,Himachal Pradesh,2,Kullu,20,Kullu,0,0,2,7,18,14,1,0,0,0,19,27,2,0,0,0,0,0,0,0,0
235,2017,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul And Spiti,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
236,2017,Himachal Pradesh,2,Mandi,22,Mandi,1,0,21,31,13,12,2,0,1,43,93,24,1,1,0,0,0,0,0,0,0
237,2017,Himachal Pradesh,2,Shimla,23,Shimla,0,3,24,19,16,6,1,0,4,20,77,24,3,0,0,0,0,0,0,0,0
238,2017,Himachal Pradesh,2,Sirmaur,24,Sirmaur,1,1,1,13,9,4,2,0,1,12,61,8,1,0,0,0,0,0,0,0,0
239,2017,Himachal Pradesh,2,Solan,25,Solan,1,2,6,11,9,6,0,0,2,10,38,12,2,0,0,0,0,0,0,0,0
240,2017,Himachal Pradesh,2,Una,26,Una,0,3,2,7,11,3,4,0,2,10,19,3,4,1,0,0,0,0,0,0,0
241,2017,Himachal Pradesh,2,Shimla,23,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2017,Jammu And Kashmir,1,Anantnag,1,Anantnag,0,1,3,25,8,3,0,0,0,4,50,17,1,0,0,0,0,0,0,0,0
243,2017,Jammu And Kashmir,1,Pulwama,11,Awantipora,0,0,0,32,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
244,2017,Jammu And Kashmir,1,Bandipora,623,Bandipora,0,1,5,11,1,1,1,0,0,4,9,2,0,0,0,0,0,0,0,0,0
245,2017,Jammu And Kashmir,1,Baramulla,3,Baramulla,0,2,1,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0
246,2017,Jammu And Kashmir,1,Budgam,2,Budgam,1,0,0,15,18,6,0,0,0,0,16,15,3,0,0,0,0,0,0,0,0
247,2017,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2017,Jammu And Kashmir,1,Jammu,5,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2017,Jammu And Kashmir,1,Doda,4,Doda,0,0,0,7,9,1,0,0,0,1,17,17,1,0,0,0,0,0,0,0,0
250,2017,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,0,1,7,7,1,1,1,0,0,1,16,7,1,0,0,0,0,0,0,0,0
251,2017,Jammu And Kashmir,1,Kupwara,8,Handwara,1,0,1,3,5,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0
252,2017,Jammu And Kashmir,1,Jammu,5,Jammu,0,0,0,109,104,24,0,0,0,0,87,61,41,0,0,0,0,0,0,0,0
253,2017,Jammu And Kashmir,1,Kargil,6,Kargil,0,0,0,2,2,2,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0
254,2017,Jammu And Kashmir,1,Kathua,7,Kathua,0,0,0,17,14,5,0,0,2,15,38,29,4,1,0,0,0,0,0,0,0
255,2017,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,1,1,0,10,2,3,0,1,0,0,18,8,0,0,0,0,0,0,0,0,0
256,2017,Jammu And Kashmir,1,Kulgam,622,Kulgam,0,0,0,21,15,3,0,0,0,0,12,6,2,0,0,0,0,0,0,0,0
257,2017,Jammu And Kashmir,1,Kupwara,8,Kupwara,0,0,0,22,12,0,0,0,0,0,26,8,0,0,0,0,0,0,0,0,0
258,2017,Jammu And Kashmir,1,Leh Ladakh,9,Leh,0,0,0,3,3,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
259,2017,Jammu And Kashmir,1,Poonch,10,Poonch,0,0,0,8,0,2,0,0,0,0,34,5,0,0,0,0,0,0,0,0,0
260,2017,Jammu And Kashmir,1,Pulwama,11,Pulwama,0,2,0,8,1,0,1,0,0,0,7,7,1,0,0,0,0,0,0,0,0
261,2017,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2017,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2017,Jammu And Kashmir,1,Reasi,627,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2017,Jammu And Kashmir,1,Rajouri,12,Rajouri,0,1,0,4,5,0,0,0,0,0,45,25,1,0,0,0,0,0,0,0,0
265,2017,Jammu And Kashmir,1,Ramban,621,Ramban,0,0,1,6,7,3,1,0,0,4,25,5,4,0,0,0,0,0,0,0,0
266,2017,Jammu And Kashmir,1,Reasi,627,Reasi,0,0,0,17,8,4,3,1,0,0,37,15,2,7,0,0,0,0,0,0,0
267,2017,Jammu And Kashmir,1,Samba,624,Samba,1,0,1,10,9,0,3,0,0,4,27,15,0,0,0,0,0,0,0,0,0
268,2017,Jammu And Kashmir,1,Shopian,625,Shopian,0,0,8,10,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
269,2017,Jammu And Kashmir,1,Baramulla,3,Sopore,0,1,7,12,3,2,1,0,0,2,11,2,1,0,0,0,0,0,0,0,0
270,2017,Jammu And Kashmir,1,Srinagar,13,Srinagar,0,1,2,45,47,2,0,0,0,3,44,29,2,0,0,0,0,0,0,0,0
271,2017,Jammu And Kashmir,1,Udhampur,14,Udhampur,0,1,0,18,11,5,8,1,1,1,60,14,0,0,0,0,0,0,0,0,0
272,2017,Jharkhand,20,Bokaro,322,Bokaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2017,Jharkhand,20,West Singhbhum,343,Chaibasa,0,1,0,0,0,0,0,0,4,11,2,0,0,0,0,0,0,0,0,0,0
274,2017,Jharkhand,20,Chatra,323,Chatra,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
275,2017,Jharkhand,20,Deoghar,324,Deoghar,0,4,6,13,4,4,4,0,0,6,19,5,3,2,0,0,0,0,0,0,0
276,2017,Jharkhand,20,Dhanbad,325,Dhanbad,0,2,7,11,9,2,2,0,1,3,2,1,1,0,0,0,0,0,0,0,0
277,2017,Jharkhand,20,Dhanbad,325,Dhanbad Railway,0,3,0,0,2,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
278,2017,Jharkhand,20,Dumka,326,Dumka,0,0,6,5,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
279,2017,Jharkhand,20,Garhwa,328,Garhwa,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2017,Jharkhand,20,Giridih,329,Giridih,0,8,4,5,0,1,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
281,2017,Jharkhand,20,Godda,330,Godda,1,1,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
282,2017,Jharkhand,20,Gumla,331,Gumla,0,2,9,0,1,1,0,0,1,11,3,2,2,0,0,0,0,0,0,0,0
283,2017,Jharkhand,20,Hazaribagh,332,Hazaribagh,1,11,7,6,4,3,3,1,6,14,7,2,3,1,0,0,0,0,0,0,0
284,2017,Jharkhand,20,East Singhbum,327,Jamshedpur,0,5,6,10,4,4,0,0,4,4,4,0,0,1,0,0,0,0,0,0,0
285,2017,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,2017,Jharkhand,20,Jamtara,333,Jamtara,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
287,2017,Jharkhand,20,Khunti,606,Khunti,0,10,11,2,0,1,0,1,19,21,6,0,0,0,0,0,0,0,0,0,0
288,2017,Jharkhand,20,Koderma,334,Koderma,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,2017,Jharkhand,20,Latehar,335,Latehar,0,7,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
290,2017,Jharkhand,20,Lohardaga,336,Lohardagga,1,4,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
291,2017,Jharkhand,20,Pakur,337,Pakur,0,3,0,3,1,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
292,2017,Jharkhand,20,Palamu,338,Palamu,2,3,0,0,1,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0
293,2017,Jharkhand,20,Ramgarh,607,Ramgarh,0,0,2,5,5,2,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0
294,2017,Jharkhand,20,Ranchi,339,Ranchi,0,12,5,18,25,10,6,2,8,12,21,4,5,2,0,0,0,0,0,0,0
295,2017,Jharkhand,20,Sahebganj,340,Sahebganj,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
296,2017,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,2,8,6,5,0,0,0,1,3,6,1,0,0,0,0,0,0,0,0,0
297,2017,Jharkhand,20,Simdega,342,Simdega,1,3,12,4,5,5,0,0,15,20,6,2,2,0,0,0,0,0,0,0,0
298,2017,Karnataka,29,Bagalkote,524,Bagalkot,0,0,0,5,13,10,10,0,0,1,45,26,5,2,0,0,0,0,0,0,0
299,2017,Karnataka,29,Bengaluru Urban,525,Bengaluru City,77,102,162,499,879,428,243,81,50,266,1828,692,176,126,0,0,0,0,0,0,0
300,2017,Karnataka,29,Bengaluru Urban,525,Bengaluru District,8,11,10,81,100,45,25,12,8,28,296,135,24,13,0,0,0,0,0,0,0
301,2017,Karnataka,29,Belagavi,527,Belagavi District,15,16,3,38,42,30,17,13,10,1,114,70,4,4,0,0,0,0,0,0,0
302,2017,Karnataka,29,Ballari,528,Ballari,4,9,0,30,36,20,5,8,6,0,95,33,3,3,0,0,0,0,0,0,0
303,2017,Karnataka,29,Bidar,529,Bidar,0,0,1,6,13,5,3,0,0,0,30,10,2,4,0,0,0,0,0,0,0
304,2017,Karnataka,29,Vijayapura,530,Vijayapura,7,4,1,17,22,8,8,9,2,1,89,25,4,1,0,0,0,0,0,0,0
305,2017,Karnataka,29,Chikkaballapura,630,Chikkaballapura,5,2,4,20,39,10,11,11,4,8,178,41,6,3,0,0,0,0,0,0,0
306,2017,Karnataka,29,Chamarajanagara,531,Chamarajnagar,1,2,0,10,11,12,7,3,0,0,63,20,3,3,0,0,0,0,0,0,0
307,2017,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,6,1,0,4,34,13,10,8,8,1,81,24,6,2,0,0,0,0,0,0,0
308,2017,Karnataka,29,Chitradurga,533,Chitradurga,1,2,0,19,32,19,4,2,2,6,119,22,6,4,0,0,0,0,0,0,0
309,2017,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,3,4,3,8,22,21,13,2,3,1,35,21,0,3,0,0,0,0,0,0,0
310,2017,Karnataka,29,Davangere,535,Davanagere,6,8,0,24,45,36,17,7,6,2,139,54,5,3,0,0,0,0,0,0,0
311,2017,Karnataka,29,Dharwad,536,Dharwad,0,0,0,5,12,9,7,0,0,0,35,13,2,0,0,0,0,0,0,0,0
312,2017,Karnataka,29,Gadag,537,Gadag,0,0,0,8,11,11,4,0,0,0,39,14,2,1,0,0,0,0,0,0,0
313,2017,Karnataka,29,Kalaburagi,538,Kalaburgi,3,1,0,11,22,14,5,0,0,0,58,23,1,2,0,0,0,0,0,0,0
314,2017,Karnataka,29,Hassan,539,Hassan,2,5,8,12,41,48,18,7,2,1,138,36,8,5,0,0,0,0,0,0,0
315,2017,Karnataka,29,Haveri,540,Haveri,4,1,4,9,17,15,9,5,1,2,58,21,1,1,0,0,0,0,0,0,0
316,2017,Karnataka,29,Dharwad,536,Hubballi Dharwad City,4,5,13,10,37,24,13,3,6,2,51,35,5,4,0,0,0,0,0,0,0
317,2017,Karnataka,29,Belagavi,527,K.G.F.,2,0,4,1,15,3,3,3,0,1,37,15,0,4,0,0,0,0,0,0,0
318,2017,Karnataka,29,Kodagu,541,Kodagu,1,12,10,8,23,15,3,2,16,37,42,35,2,1,0,0,0,0,0,0,0
319,2017,Karnataka,29,Kolar,542,Kolar,3,4,0,17,26,16,2,5,7,1,100,37,7,1,0,0,0,0,0,0,0
320,2017,Karnataka,29,Koppal,543,Koppal,0,1,3,11,22,5,3,0,0,1,34,14,2,0,0,0,0,0,0,0,0
321,2017,Karnataka,29,Mandya,544,Mandya,15,21,9,22,49,52,19,20,11,4,257,75,15,13,0,0,0,0,0,0,0
322,2017,Karnataka,29,Dakshina Kannada,534,Mangaluru City,4,0,0,26,48,39,14,0,0,1,54,40,6,4,0,0,0,0,0,0,0
323,2017,Karnataka,29,Mysuru,545,Mysuru City,2,19,31,33,81,55,31,0,13,49,157,66,22,9,0,0,0,0,0,0,0
324,2017,Karnataka,29,Mysuru,545,Mysuru District,13,7,6,30,51,33,22,14,8,0,186,75,9,10,0,0,0,0,0,0,0
325,2017,Karnataka,29,Raichur,546,Raichur,4,3,2,10,14,9,1,4,1,4,54,16,3,0,0,0,0,0,0,0,0
326,2017,Karnataka,29,Bengaluru Urban,525,K.Railways,0,2,0,2,3,1,3,1,0,2,4,5,0,1,0,0,0,0,0,0,0
327,2017,Karnataka,29,Ramanagara,631,Ramanagara,17,9,0,39,79,48,25,10,14,0,180,71,16,11,0,0,0,0,0,0,0
328,2017,Karnataka,29,Shivamogga,547,Shimoga,11,11,3,38,78,45,7,9,10,0,247,77,15,10,0,0,0,0,0,0,0
329,2017,Karnataka,29,Tumakuru,548,Tumakuru,12,3,1,22,39,35,14,8,7,1,189,79,10,5,0,0,0,0,0,0,0
330,2017,Karnataka,29,Udupi,549,Udupi,1,4,18,7,32,22,17,1,2,15,37,17,1,4,0,0,0,0,0,0,0
331,2017,Karnataka,29,Uttara Kannada,550,Uttara Kannada,2,2,1,27,34,22,6,7,2,0,88,35,6,1,0,0,0,0,0,0,0
332,2017,Karnataka,29,Yadgir,635,Yadgiri,0,0,0,5,5,3,2,0,0,1,19,10,1,0,0,0,0,0,0,0,0
333,2017,Karnataka,29,Belagavi,527,Belagavi City,1,1,5,14,25,18,8,3,1,1,44,20,1,2,0,0,0,0,0,0,0
334,2017,Kerala,32,Alappuzha,554,Alapuzha,6,13,22,51,73,42,15,1,6,29,383,83,4,0,0,0,0,3,4,0,0
335,2017,Kerala,32,Ernakulam,555,Ernakulam Commr.,6,18,11,63,69,19,26,5,15,46,222,39,2,6,0,0,0,0,0,0,0
336,2017,Kerala,32,Ernakulam,555,Ernakulam Rural,5,10,30,52,52,40,21,4,9,35,241,60,13,8,0,0,0,0,0,0,0
337,2017,Kerala,32,Idukki,556,Idukki,3,6,23,64,39,22,8,3,1,41,124,23,9,1,0,0,0,0,0,0,0
338,2017,Kerala,32,Kannur,557,Kannur,2,9,19,19,28,13,6,6,7,28,142,44,1,2,0,0,0,0,1,0,0
339,2017,Kerala,32,Kasaragod,558,Kasargod,3,11,3,32,15,13,6,3,1,6,78,45,6,6,0,0,0,0,0,0,0
340,2017,Kerala,32,Kollam,559,Kollam Commr.,5,14,15,24,29,36,18,8,6,28,220,69,11,1,0,0,0,0,0,0,0
341,2017,Kerala,32,Kollam,559,Kollam Rural,9,15,33,22,29,41,41,8,20,29,357,122,18,14,0,0,0,0,0,0,0
342,2017,Kerala,32,Kottayam,560,Kottayam,3,5,30,32,32,33,18,1,1,35,253,42,9,7,0,0,0,0,0,0,0
343,2017,Kerala,32,Kozhikode,561,Kozhikode Commr.,0,3,15,17,28,18,9,0,2,15,82,37,11,4,0,0,0,0,0,0,0
344,2017,Kerala,32,Kozhikode,561,Kozhikode Rural,3,9,42,25,25,33,11,4,5,26,144,34,22,3,0,0,0,0,0,0,0
345,2017,Kerala,32,Malappuram,562,Malappuram,5,17,47,69,39,26,8,2,11,33,211,32,11,4,0,0,0,0,0,0,0
346,2017,Kerala,32,Palakkad,563,Palakkad,10,24,43,29,33,40,18,10,12,36,245,87,20,11,0,0,0,0,0,0,0
347,2017,Kerala,32,Pathanamthitta,564,Pathanamthitta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,2017,Kerala,32,Thiruvananthapuram,565,Railways,0,2,6,4,2,5,2,0,0,2,5,1,0,0,0,0,0,0,0,0,0
349,2017,Kerala,32,Thrissur,566,Thrissur Commr.,7,7,13,23,31,25,22,8,9,18,168,29,6,3,0,0,0,0,0,0,0
350,2017,Kerala,32,Thrissur,566,Thrissur Rural,3,8,33,59,49,47,20,7,8,48,325,57,23,12,0,0,0,0,0,0,0
351,2017,Kerala,32,Thiruvananthapuram,565,Trivandrum Commr.,4,11,35,43,111,76,37,7,11,28,253,38,20,16,0,0,0,0,0,0,0
352,2017,Kerala,32,Thiruvananthapuram,565,Trivandrum Rural,3,16,52,61,79,77,30,5,11,58,501,79,5,12,0,0,0,0,0,0,0
353,2017,Kerala,32,Wayanad,567,Wayanadu,3,2,20,21,13,13,6,4,17,17,58,21,16,4,0,0,0,0,0,0,0
354,2017,Kerala,32,Thiruvananthapuram,565,Crime Branch,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
355,2017,Madhya Pradesh,23,Agar Malwa,667,Agar,0,3,4,13,14,4,0,0,6,20,64,25,4,0,0,0,0,0,0,0,0
356,2017,Madhya Pradesh,23,Alirajpur,639,Alirajpur,0,0,2,11,4,19,1,3,3,72,154,37,6,0,0,0,0,0,0,0,0
357,2017,Madhya Pradesh,23,Anuppur,390,Anuppur,1,20,15,31,31,11,6,0,9,59,128,67,4,2,0,0,0,0,0,0,0
358,2017,Madhya Pradesh,23,Ashoknagar,391,Ashok Nagar,0,2,31,42,33,14,5,0,12,57,97,44,8,6,0,0,0,0,0,0,0
359,2017,Madhya Pradesh,23,Balaghat,392,Balaghat,0,13,31,49,67,54,16,0,7,125,330,137,20,9,0,0,0,0,0,0,0
360,2017,Madhya Pradesh,23,Barwani,393,Barwani,2,11,4,36,28,12,4,1,13,73,166,55,4,4,0,0,0,0,0,0,0
361,2017,Madhya Pradesh,23,Betul,394,Betul,3,24,12,69,78,43,24,2,25,120,355,95,15,5,0,0,0,0,0,0,0
362,2017,Madhya Pradesh,23,Bhind,395,Bhind,0,14,33,31,38,16,7,2,21,81,75,48,11,3,0,0,0,0,0,0,0
363,2017,Madhya Pradesh,23,Bhopal,396,Bhopal,4,108,92,273,287,149,43,1,72,210,661,329,58,22,0,0,0,0,0,0,0
364,2017,Madhya Pradesh,23,Bhopal,396,Bhopal Railway,0,3,1,18,10,16,7,0,0,3,29,13,5,1,0,0,0,0,0,0,0
365,2017,Madhya Pradesh,23,Burhanpur,397,Burhanpur,2,8,2,23,21,17,3,2,11,48,52,77,42,7,0,0,0,0,0,0,0
366,2017,Madhya Pradesh,23,Chhatarpur,398,Chhatarpur,3,26,45,60,64,25,9,3,25,133,200,60,14,3,0,0,0,0,0,0,0
367,2017,Madhya Pradesh,23,Chhindwara,399,Chhindwara,7,24,42,91,123,109,23,0,10,198,530,179,56,7,0,0,0,0,0,0,0
368,2017,Madhya Pradesh,23,Damoh,400,Damoh,0,23,32,75,60,31,5,2,20,113,183,15,4,6,0,0,0,0,0,0,0
369,2017,Madhya Pradesh,23,Datia,401,Datia,1,4,5,14,20,10,3,0,2,43,60,31,4,0,0,0,0,0,0,0,0
370,2017,Madhya Pradesh,23,Dewas,402,Dewas,0,11,9,52,52,49,13,0,12,144,247,147,34,9,0,0,0,0,0,0,0
371,2017,Madhya Pradesh,23,Dhar,403,Dhar,2,17,25,110,69,35,18,2,20,244,588,101,19,5,0,0,0,0,0,0,0
372,2017,Madhya Pradesh,23,Dindori,404,Dindori,0,7,9,17,14,10,0,0,4,77,120,34,7,1,0,0,0,0,0,0,0
373,2017,Madhya Pradesh,23,Guna,406,Guna,0,8,14,64,32,10,10,2,11,85,228,25,0,1,0,0,0,0,0,0,0
374,2017,Madhya Pradesh,23,Gwalior,407,Gwalior,4,51,86,196,206,105,41,2,39,181,403,232,38,11,0,0,0,0,0,0,0
375,2017,Madhya Pradesh,23,Harda,408,Harda,3,10,14,36,29,8,6,2,10,63,149,42,10,2,0,0,0,0,0,0,0
376,2017,Madhya Pradesh,23,Narmadapuram,409,Hoshangabad,0,24,35,120,75,35,23,0,120,344,56,8,8,0,0,0,0,0,0,0,0
377,2017,Madhya Pradesh,23,Indore,410,Indore,7,69,88,0,777,0,63,4,85,343,648,655,20,0,0,0,0,0,0,0,0
378,2017,Madhya Pradesh,23,Indore,410,Indore Railway,0,0,1,5,11,4,5,0,0,2,14,1,1,0,0,0,0,0,0,0,0
379,2017,Madhya Pradesh,23,Jabalpur,411,Jabalpur,3,56,83,250,305,106,41,3,49,287,593,351,59,19,0,0,0,0,0,0,0
380,2017,Madhya Pradesh,23,Jabalpur,411,Jabalpur Railway,0,0,2,13,7,4,5,0,0,4,11,5,1,2,0,0,0,0,0,0,0
381,2017,Madhya Pradesh,23,Jhabua,412,Jhabua,3,4,4,50,20,15,2,4,16,168,335,41,3,0,0,0,0,0,0,0,0
382,2017,Madhya Pradesh,23,Katni,413,Katni,1,21,43,69,76,32,15,2,20,133,238,127,20,9,0,0,0,0,0,0,0
383,2017,Madhya Pradesh,23,Indore,410,Khandwa,0,8,5,35,42,24,10,0,46,73,234,91,19,1,0,0,0,0,0,0,0
384,2017,Madhya Pradesh,23,Khargone,414,Khargone,14,17,19,73,49,21,7,19,34,168,424,82,42,4,0,0,0,0,0,0,0
385,2017,Madhya Pradesh,23,Mandla,415,Mandla,1,16,7,37,37,13,1,0,16,75,244,28,5,4,0,0,0,0,0,0,0
